"caseId","docketId","caseIssuesId","voteId","dateDecision","decisionType","usCite","sctCite","ledCite","lexisCite","term","naturalCourt","chief","docket","caseName","dateArgument","dateRearg","petitioner","petitionerState","respondent","respondentState","jurisdiction","adminAction","adminActionState","threeJudgeFdc","caseOrigin","caseOriginState","caseSource","caseSourceState","lcDisagreement","certReason","lcDisposition","lcDispositionDirection","declarationUncon","caseDisposition","caseDispositionUnusual","partyWinning","precedentAlteration","voteUnclear","issue","issueArea","decisionDirection","decisionDirectionDissent","authorityDecision1","authorityDecision2","lawType","lawSupp","lawMinor","majOpinWriter","majOpinAssigner","splitVote","majVotes","minVotes"
"1973-125","1973-125-01","1973-125-01-01","1973-125-01-01-01",6/3/1974,1,"417 U.S. 211","94 S. Ct. 2253","41 L. Ed. 2d 20","1974 U.S. LEXIS 63",1973,1504,"Burger","73-346","ANDERSON et al. v. UNITED STATES",3/19/1974,,100,,27,,1,,,0,131,,24,,0,11,2,1,1,2,0,0,0,0,10400,1,1,0,7,4,6,600,"18 U.S.C. § 241",98,99,1,7,2
"1973-126","1973-126-01","1973-126-01-01","1973-126-01-01-01",6/3/1974,1,"417 U.S. 249","94 S. Ct. 2236","41 L. Ed. 2d 46","1974 U.S. LEXIS 64",1973,1504,"Burger","73-631","HOWARD JOHNSON CO., INC. v. DETROIT LOCAL JOINT EXECUTIVE BOARD, HOTEL & RESTAURANT EMPLOYEES & BARTENDERS INTERNATIONAL UNION, AFL-CIO",3/19/1974,,151,,249,,1,,,0,81,,26,,0,10,2,2,1,3,0,1,0,0,70200,7,1,0,4,,3,350,,98,99,1,8,1
"1973-127","1973-127-01","1973-127-01-01","1973-127-01-01-01",6/3/1974,2,"417 U.S. 270","94 S. Ct. 2248","41 L. Ed. 2d 61","1974 U.S. LEXIS 65",1973,1504,"Burger","50 ORIG","VERMONT v. NEW YORK et al.",,,28,53,28,37,9,,,0,,,,,0,1,,,1,,0,0,0,0,80130,8,1,0,1,,1,139,,,99,1,9,0
"1973-128","1973-128-01","1973-128-01-01","1973-128-01-01-01",6/3/1974,2,"417 U.S. 279","94 S. Ct. 2246","41 L. Ed. 2d 68","1974 U.S. LEXIS 66",1973,1504,"Burger","73-1157","GERSTEIN et al. v. COE et al.",,,28,12,155,,2,,,1,58,,58,,0,1,,1,1,9,0,0,0,0,90170,9,1,0,4,,6,600,"28 U.S.C. § 1253",,99,1,9,0
"1973-129","1973-129-01","1973-129-01-01","1973-129-01-01-01",6/3/1974,2,"417 U.S. 281","94 S. Ct. 2247","41 L. Ed. 2d 70","1974 U.S. LEXIS 67",1973,1504,"Burger","73-1283","POE et al. v. GERSTEIN et al.",,,155,,28,12,2,,,1,58,,58,,0,1,,1,1,2,0,0,0,0,50020,5,1,0,3,,,,,,99,1,9,0
"1973-130","1973-130-01","1973-130-01-01","1973-130-01-01-01",6/10/1974,1,"417 U.S. 283","94 S. Ct. 2328","41 L. Ed. 2d 72","1974 U.S. LEXIS 21",1973,1504,"Burger","73-437","MOBIL OIL CORP. v. FEDERAL POWER COMMISSION et al.",4/17/1974,,198,,352,,1,52,,0,25,,25,,0,11,2,2,1,2,0,0,0,0,80300,8,2,0,4,5,3,355,,92,99,1,7,0
"1973-131","1973-131-01","1973-131-01-01","1973-131-01-01-01",6/10/1974,1,"417 U.S. 333","94 S. Ct. 2298","41 L. Ed. 2d 109","1974 U.S. LEXIS 68",1973,1504,"Burger","72-1454","DAVIS v. UNITED STATES",2/26/1974,,142,,27,,1,107,,0,48,,29,,0,10,2,1,1,4,0,1,0,0,10020,1,2,0,4,,3,341,,94,99,1,7,2
"1973-132","1973-132-01","1973-132-01-01","1973-132-01-01-01",6/10/1974,1,"417 U.S. 369","94 S. Ct. 2291","41 L. Ed. 2d 132","1974 U.S. LEXIS 69",1973,1504,"Burger","73-582","CITY OF PITTSBURGH v. ALCO PARKING CORP. et al.",4/15/1974,,3,45,203,,1,,,0,302,45,300,45,1,4,3,1,1,3,0,1,0,0,80100,8,2,0,2,,2,211,,95,99,1,9,0
"1973-133","1973-133-01","1973-133-01-01","1973-133-01-01-01",6/10/1974,1,"417 U.S. 380","94 S. Ct. 2315","41 L. Ed. 2d 141","1974 U.S. LEXIS 22",1973,1504,"Burger","72-1490","FEDERAL POWER COMMISSION v. TEXACO INC. et al.",2/19/1974,,352,,198,,1,52,,0,32,,32,,1,10,8,1,1,5,0,1,0,0,80300,8,2,0,5,4,3,355,,95,99,1,8,0
"1973-134","1973-134-01","1973-134-01-01","1973-134-01-01-01",6/10/1974,1,"417 U.S. 402","94 S. Ct. 2274","41 L. Ed. 2d 159","1974 U.S. LEXIS 70",1973,1504,"Burger","73-62","WHEELER et al. v. BARRERA et al.",1/16/1974,,2,30,239,,1,117,30,0,87,,28,,1,10,3,1,1,2,0,0,0,0,30180,3,1,0,4,,3,324,,100,99,1,8,1
"1973-135","1973-135-01","1973-135-01-01","1973-135-01-01-01",6/10/1974,1,"417 U.S. 433","94 S. Ct. 2357","41 L. Ed. 2d 182","1974 U.S. LEXIS 71",1973,1504,"Burger","73-482","MICHIGAN v. TUCKER",3/20/1974,,28,27,100,,1,,,0,81,,26,,0,12,2,2,1,3,0,1,0,0,10100,1,1,0,2,,2,209,,102,99,1,8,1
"1973-136","1973-136-01","1973-136-01-01","1973-136-01-01-01",6/17/1974,1,"417 U.S. 467","94 S. Ct. 2504","41 L. Ed. 2d 243","1974 U.S. LEXIS 72",1973,1504,"Burger","73-804","BAKER et al., TRUSTEES IN REORGANIZATION v. GOLD SEAL LIQUORS, INC.",4/23/1974,,114,,135,,1,,,0,66,,27,,0,2,2,1,1,3,0,1,0,0,80030,8,2,0,4,,3,307,,81,99,1,8,1
"1973-137","1973-137-01","1973-137-01-01","1973-137-01-01-01",6/17/1974,1,"417 U.S. 484","94 S. Ct. 2485","41 L. Ed. 2d 256","1974 U.S. LEXIS 23",1973,1504,"Burger","73-640","GEDULDIG, DIRECTOR, DEPARTMENT OF HUMAN RESOURCES DEVELOPMENT v. AIELLO et al.",3/26/1974,,28,6,155,,2,117,6,1,50,,50,,1,1,,2,1,3,0,1,0,0,20140,2,1,0,2,,2,231,,94,99,1,6,3
"1973-138","1973-138-01","1973-138-01-01","1973-138-01-01-01",6/17/1974,1,"417 U.S. 506","94 S. Ct. 2449","41 L. Ed. 2d 270","1974 U.S. LEXIS 73",1973,1504,"Burger","73-781","SCHERK v. ALBERTO-CULVER CO.",4/29/1974,,159,,123,,1,,,0,66,,27,,1,12,2,2,1,4,0,1,0,0,80050,8,1,0,4,,6,600,"9 U.S.C. § 1",94,99,1,5,4
"1973-139","1973-139-01","1973-139-01-01","1973-139-01-01-01",6/17/1974,1,"417 U.S. 535","94 S. Ct. 2474","41 L. Ed. 2d 290","1974 U.S. LEXIS 74",1973,1504,"Burger","73-362","MORTON, SECRETARY OF THE INTERIOR, et al. v. MANCARI et al.",4/24/1974,,326,,8,60,2,8,,1,93,,93,,0,1,,1,1,4,0,1,0,0,20070,2,2,0,1,,2,212,,100,99,1,9,0
"1973-140","1973-140-01","1973-140-01-01","1973-140-01-01-01",6/17/1974,1,"417 U.S. 556","94 S. Ct. 2416","41 L. Ed. 2d 304","1974 U.S. LEXIS 13",1973,1504,"Burger","72-1517","GILMORE et al. v. CITY OF MONTGOMERY, ALABAMA, et al.",1/15/1974,,222,,3,1,1,,,0,41,,25,,0,10,6,1,1,7,0,1,0,0,20050,2,1,1,2,,2,231,,100,99,1,5,4
"1973-141","1973-141-01","1973-141-01-01","1973-141-01-01-01",6/17/1974,7,"417 U.S. 583","94 S. Ct. 2464","41 L. Ed. 2d 325","1974 U.S. LEXIS 75",1973,1504,"Burger","72-1603","CARDWELL, WARDEN v. LEWIS",3/18/1974,,28,41,100,,1,,,0,104,,26,,0,12,2,2,1,3,0,1,0,0,10060,1,1,0,2,,2,205,,100,99,1,5,4
"1973-142","1973-142-01","1973-142-01-01","1973-142-01-01-01",6/17/1974,1,"417 U.S. 600","94 S. Ct. 2437","41 L. Ed. 2d 341","1974 U.S. LEXIS 76",1973,1504,"Burger","73-786","ROSS et al. v. MOFFITT",4/22/1974,,28,38,213,,1,,,0,99,,24,,0,3,3,2,1,3,0,1,0,0,20320,2,1,0,2,,2,230,,102,99,1,6,3
"1973-143","1973-143-01","1973-143-01-01","1973-143-01-01-01",6/17/1974,2,"417 U.S. 622","94 S. Ct. 2513","41 L. Ed. 2d 358","1974 U.S. LEXIS 14",1973,1504,"Burger","73-899","MOODY et al. v. ALBEMARLE PAPER CO. et al.",,,182,,151,,4,,,0,98,,24,,1,1,,,1,10,0,0,0,0,90500,9,1,0,4,,6,600,"28 U.S.C. § 46",,99,1,8,0
"1973-144","1973-144-01","1973-144-01-01","1973-144-01-01-01",6/19/1974,1,"417 U.S. 628","94 S. Ct. 2496","41 L. Ed. 2d 363","1974 U.S. LEXIS 77",1973,1504,"Burger","72-6609","JIMENEZ et al. v. WEINBERGER, SECRETARY OF HEALTH, EDUCATION, AND WELFARE",3/18/1974,,129,,362,,2,62,,1,66,,66,,0,1,,1,2,5,0,1,0,0,20200,2,2,0,1,,2,212,,99,99,1,8,1
"1973-145","1973-145-01","1973-145-01-01","1973-145-01-01-01",6/19/1974,1,"417 U.S. 642","94 S. Ct. 2431","41 L. Ed. 2d 374","1974 U.S. LEXIS 78",1973,1504,"Burger","73-5265","KOKOSZKA v. BELFORD, TRUSTEE IN BANKRUPTCY",4/22/1974,,114,,114,,1,,,0,53,,22,,0,2,2,1,1,2,0,0,0,0,80030,8,1,0,4,,3,307,,99,99,1,9,0
"1973-146","1973-146-01","1973-146-01-01","1973-146-01-01-01",6/19/1974,1,"417 U.S. 653","94 S. Ct. 2532","41 L. Ed. 2d 383","1974 U.S. LEXIS 79",1973,1504,"Burger","73-831","WARDEN, LEWISBURG PENITENTIARY v. MARRERO",4/29/1974,,27,,217,,1,,,0,110,,23,,0,2,3,2,1,3,0,1,0,0,10510,1,1,0,4,,6,600,"26 U.S.C. § 7237",92,99,1,6,3
"1973-147","1973-147-01","1973-147-01-01","1973-147-01-01-01",6/19/1974,1,"417 U.S. 673","94 S. Ct. 2516","41 L. Ed. 2d 398","1974 U.S. LEXIS 24",1973,1504,"Burger","73-593","CENTRAL TABLET MANUFACTURING CO. v. UNITED STATES",3/25/1974,,240,,27,,1,69,,0,104,,26,,0,2,3,2,1,2,0,0,0,0,120010,12,2,0,4,,3,345,,100,99,1,5,4
"1973-148","1973-148-01","1973-148-01-01","1973-148-01-01-01",6/19/1974,1,"417 U.S. 703","94 S. Ct. 2578","41 L. Ed. 2d 418","1974 U.S. LEXIS 80",1973,1504,"Burger","73-718","BANGOR PUNTA OPERATIONS, INC., et al. v. BANGOR & AROOSTOOK RAILROAD CO. et al.",4/15/1974,,233,,123,,1,,,0,78,,21,,0,12,3,2,1,3,0,1,0,0,80070,8,1,0,7,,,,,101,99,1,5,4
"1973-149","1973-149-01","1973-149-01-01","1973-149-01-01-01",6/19/1974,1,"417 U.S. 733","94 S. Ct. 2547","41 L. Ed. 2d 439","1974 U.S. LEXIS 81",1973,1504,"Burger","73-206","PARKER, WARDEN, et al. v. LEVY",2/20/1974,,27,,186,,2,,,0,110,,23,,0,1,3,2,1,3,0,1,0,0,20240,2,1,0,1,,2,207,,102,99,1,5,3
"1973-150","1973-150-01","1973-150-01-01","1973-150-01-01-01",6/24/1974,1,"417 U.S. 790","94 S. Ct. 2737","41 L. Ed. 2d 477","1974 U.S. LEXIS 15",1973,1504,"Burger","73-556","FLORIDA POWER & LIGHT CO. v. INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS, LOCAL 641, et al.",4/24/1974,,151,,249,,1,82,,0,32,,32,,1,10,3,2,1,2,0,0,0,0,70060,7,2,0,4,,3,356,,94,81,1,5,4
"1973-151","1973-151-01","1973-151-01-01","1973-151-01-01-01",6/24/1974,1,"417 U.S. 817","94 S. Ct. 2800","41 L. Ed. 2d 495","1974 U.S. LEXIS 82",1973,1504,"Burger","73-918","PELL et al. v. PROCUNIER, CORRECTIONS DIRECTOR, et al.",4/16/1974,,226,,28,6,2,,,1,50,,50,,0,1,,1,1,5,0,0,0,0,30010,3,1,0,2,,2,200,,94,99,1,5,4
"1973-152","1973-152-01","1973-152-01-01","1973-152-01-01-01",6/24/1974,1,"417 U.S. 843","94 S. Ct. 2811","41 L. Ed. 2d 514","1974 U.S. LEXIS 83",1973,1504,"Burger","73-1265","SAXBE, ATTORNEY GENERAL, et al. v. WASHINGTON POST CO. et al.",4/17/1974,,1,,190,,1,,,0,55,,32,,0,3,2,2,1,4,0,1,0,0,30010,3,1,0,1,,2,200,,94,99,1,5,4
"1973-153","1973-153-01","1973-153-01-01","1973-153-01-01-01",6/24/1974,1,"418 U.S. 1","94 S. Ct. 2757","41 L. Ed. 2d 535","1974 U.S. LEXIS 2",1973,1504,"Burger","73-263","COMMISSIONER OF INTERNAL REVENUE v. IDAHO POWER CO.",2/27/1974,,369,,148,,1,69,,0,9,,29,,0,4,3,1,1,3,0,1,0,0,120010,12,2,0,4,,3,345,,100,99,1,8,1
"1973-154","1973-154-01","1973-154-01-01","1973-154-01-01-01",6/24/1974,1,"418 U.S. 24","94 S. Ct. 2655","41 L. Ed. 2d 551","1974 U.S. LEXIS 84",1973,1504,"Burger","72-1589","RICHARDSON, COUNTY CLERK AND REGISTRAR OF VOTERS OF MENDOCINO COUNTY v. RAMIREZ et al.",1/15/1974,,28,6,126,,1,117,6,0,300,6,300,6,0,12,,2,1,4,0,1,0,0,20010,2,1,0,2,,2,228,,102,99,1,6,3
"1973-155","1973-155-01","1973-155-01-01","1973-155-01-01-01",6/24/1974,1,"418 U.S. 87","94 S. Ct. 2887","41 L. Ed. 2d 590","1974 U.S. LEXIS 16",1973,1504,"Burger","73-507","HAMLING et al. v. UNITED STATES",4/15/1974,,220,,27,,1,,,0,51,,29,,0,12,2,1,1,2,0,0,0,0,30200,3,1,0,1,,2,200,,102,99,1,5,4
"1973-156","1973-156-01","1973-156-01-01","1973-156-01-01-01",6/24/1974,1,"418 U.S. 153","94 S. Ct. 2750","41 L. Ed. 2d 642","1974 U.S. LEXIS 85",1973,1504,"Burger","73-557","JENKINS v. GEORGIA",4/15/1974,,156,,28,13,2,,,0,302,13,300,13,1,1,2,1,1,3,0,1,0,0,30190,3,2,0,2,,2,200,,102,99,1,9,0
"1973-157","1973-157-01","1973-157-01-01","1973-157-01-01-01",6/25/1974,1,"418 U.S. 166","94 S. Ct. 2940","41 L. Ed. 2d 678","1974 U.S. LEXIS 3",1973,1504,"Burger","72-885","UNITED STATES et al. v. RICHARDSON",10/10/1973,,27,,240,,1,,,0,111,,23,,1,11,3,2,1,3,0,1,0,0,90300,9,1,0,7,,,,,99,99,1,5,4
"1973-158","1973-158-01","1973-158-01-01","1973-158-01-01-01",6/25/1974,1,"418 U.S. 208","94 S. Ct. 2925","41 L. Ed. 2d 706","1974 U.S. LEXIS 17",1973,1504,"Burger","72-1188","SCHLESINGER, SECRETARY OF DEFENSE, et al. v. RESERVISTS COMMITTEE TO STOP THE WAR et al.",1/14/1974,,324,,218,,1,,,0,55,,32,,0,11,2,2,1,4,0,1,0,0,90300,9,1,0,7,,,,,99,99,1,6,3
"1973-159","1973-159-01","1973-159-01-01","1973-159-01-01-01",6/25/1974,1,"418 U.S. 241","94 S. Ct. 2831","41 L. Ed. 2d 730","1974 U.S. LEXIS 86",1973,1504,"Burger","73-797","MIAMI HERALD PUBLISHING CO., DIVISION OF KNIGHT NEWSPAPERS, INC. v. TORNILLO",4/17/1974,,190,,211,,2,,,0,302,12,300,12,0,1,4,1,3,3,0,1,0,0,30010,3,2,0,2,,2,200,,99,99,1,9,0
"1973-160","1973-160-01","1973-160-01-01","1973-160-01-01-01",6/25/1974,1,"418 U.S. 264","94 S. Ct. 2770","41 L. Ed. 2d 745","1974 U.S. LEXIS 87",1973,1504,"Burger","72-1180","OLD DOMINION BRANCH NO. 496, NATIONAL ASSOCIATION OF LETTER CARRIERS, AFL-CIO, et al. v. AUSTIN et al.",11/14/1973,,249,,8,60,2,,,0,302,55,300,55,0,1,2,1,1,3,0,1,0,0,30030,3,2,0,2,,2,200,,98,81,1,6,3
"1973-161","1973-161-01","1973-161-01-01","1973-161-01-01-01",6/25/1974,7,"418 U.S. 298","94 S. Ct. 2714","41 L. Ed. 2d 770","1974 U.S. LEXIS 25",1973,1504,"Burger","73-328","LEHMAN v. CITY OF SHAKER HEIGHTS et al.",2/26/1974,,211,,3,41,1,,,0,302,41,300,41,1,10,2,1,1,2,0,0,0,0,30010,3,1,0,2,,2,200,,100,99,1,5,4
"1973-162","1973-162-01","1973-162-01-01","1973-162-01-01-01",6/25/1974,1,"418 U.S. 323","94 S. Ct. 2997","41 L. Ed. 2d 789","1974 U.S. LEXIS 88",1973,1504,"Burger","72-617","GERTZ v. ROBERT WELCH, INC.",11/14/1973,,111,,178,,1,,,0,66,,27,,0,11,2,2,1,4,0,1,0,0,30030,3,1,0,2,,2,200,,101,99,1,7,2
"1973-163","1973-163-01","1973-163-01-01","1973-163-01-01-01",6/25/1974,6,"418 U.S. 405","94 S. Ct. 2727","41 L. Ed. 2d 842","1974 U.S. LEXIS 89",1973,1504,"Burger","72-1690","SPENCE v. WASHINGTON",1/9/1974,,218,,28,56,2,,,0,302,56,300,56,1,1,2,1,3,3,0,1,0,0,30150,3,2,0,2,,2,200,,,81,1,6,3
"1973-164","1973-164-01","1973-164-01-01","1973-164-01-01-01",6/26/1974,1,"418 U.S. 424","94 S. Ct. 3042","41 L. Ed. 2d 855","1974 U.S. LEXIS 26",1973,1504,"Burger","73-5284","DORSZYNSKI v. UNITED STATES",3/20/1974,,126,,27,,1,,,0,132,,27,,0,2,2,1,1,4,0,1,0,0,20170,2,2,0,4,,6,600,"18 U.S.C. § 5005",99,99,1,9,0
"1973-165","1973-165-01","1973-165-01-01","1973-165-01-01-01",6/26/1974,1,"418 U.S. 461","94 S. Ct. 2842","41 L. Ed. 2d 879","1974 U.S. LEXIS 5",1973,1504,"Burger","73-846","WINGO, WARDEN v. WEDDING",4/22/1974,,28,21,126,,1,,,0,74,,26,,0,12,5,2,1,2,0,0,0,0,10020,1,2,0,4,,6,600,"28 U.S.C. § 631",92,81,1,7,2
"1973-166","1973-166-01","1973-166-01-01","1973-166-01-01-01",6/26/1974,1,"418 U.S. 488","94 S. Ct. 2697","41 L. Ed. 2d 897","1974 U.S. LEXIS 6",1973,1504,"Burger","73-473","TAYLOR v. HAYES, JUDGE",3/18/1974,,111,,16,21,1,,,0,302,21,300,21,0,12,2,1,1,4,0,1,0,0,40050,4,2,0,2,,2,230,,95,99,1,8,1
"1973-167","1973-167-01","1973-167-01-01","1973-167-01-01-01",6/26/1974,1,"418 U.S. 506","94 S. Ct. 2687","41 L. Ed. 2d 912","1974 U.S. LEXIS 90",1973,1504,"Burger","73-5615","CODISPOTI et al. v. PENNSYLVANIA",3/25/1974,,100,,28,45,1,,,0,302,45,300,45,1,11,2,1,1,4,0,1,0,0,10080,1,2,0,2,,2,215,,95,81,1,5,4
"1973-168","1973-168-01","1973-168-01-01","1973-168-01-01-01",6/26/1974,1,"418 U.S. 539","94 S. Ct. 2963","41 L. Ed. 2d 935","1974 U.S. LEXIS 91",1973,1504,"Burger","73-679","WOLFF, WARDEN, et al. v. MCDONNELL",4/22/1974,,28,32,215,,1,,,0,89,,28,,0,10,7,2,1,7,0,1,0,0,40040,4,1,0,2,,2,230,,95,99,1,6,3
"1973-169","1973-169-01","1973-169-01-01","1973-169-01-01-01",6/26/1974,1,"418 U.S. 602","94 S. Ct. 2856","41 L. Ed. 2d 978","1974 U.S. LEXIS 4",1973,1504,"Burger","73-38","UNITED STATES v. MARINE BANCORPORATION, INC., et al.",4/23/1974,,27,,113,,2,,,0,129,,129,,0,1,,1,1,2,0,0,0,0,80020,8,1,0,4,,3,310,,101,99,1,5,3
"1973-170","1973-170-01","1973-170-01-01","1973-170-01-01-01",6/26/1974,1,"418 U.S. 656","94 S. Ct. 2788","41 L. Ed. 2d 1016","1974 U.S. LEXIS 27",1973,1504,"Burger","73-767","UNITED STATES v. CONNECTICUT NATIONAL BANK et al.",4/23/1974,,27,,113,,2,,,0,53,,53,,0,1,,2,1,5,0,1,0,0,80020,8,1,0,4,,3,310,,101,99,1,5,4
"1973-171","1973-171-01","1973-171-01-01","1973-171-01-01-01",7/8/1974,6,"418 U.S. 676","94 S. Ct. 3039","41 L. Ed. 2d 1033","1974 U.S. LEXIS 92",1973,1504,"Burger","72-1713","SECRETARY OF THE NAVY v. AVRECH",2/20/1974,,27,,186,,2,,,0,55,,32,,0,1,,2,1,3,0,1,0,0,20240,2,1,0,1,,2,207,,,99,1,6,3
"1973-172","1973-172-01","1973-172-01-01","1973-172-01-01-01",7/24/1974,1,"418 U.S. 683","94 S. Ct. 3090","41 L. Ed. 2d 1039","1974 U.S. LEXIS 93",1973,1504,"Burger","73-1766","UNITED STATES v. NIXON, PRESIDENT OF THE UNITED STATES, et al.",7/8/1974,,27,,100,,1,,,0,55,,32,,0,10,9,1,1,2,0,0,0,0,10160,1,1,0,3,7,,,,99,99,1,8,0
"1973-173","1973-173-01","1973-173-01-01","1973-173-01-01-01",7/25/1974,1,"418 U.S. 717","94 S. Ct. 3112","41 L. Ed. 2d 1069","1974 U.S. LEXIS 94",1973,1504,"Burger","73-434","MILLIKEN, GOVERNOR OF MICHIGAN, et al. v. BRADLEY et al.",2/27/1974,,28,27,222,,1,117,27,0,81,,26,,1,11,12,2,1,4,0,1,0,0,20050,2,1,0,3,,2,231,,99,99,1,5,4
"1974-001","1974-001-01","1974-001-01-01","1974-001-01-01-01",10/21/1974,2,"419 U.S. 1","95 S. Ct. 10","42 L. Ed. 2d 1","1974 U.S. LEXIS 46",1974,1504,"Burger","73-1737","UNITED STATES v. MICHIGAN NATIONAL CORP. et al.",,,27,,113,,2,54,,0,81,,81,,0,1,,1,1,5,0,1,0,0,90320,9,2,0,3,,,,,,99,1,9,0
"1974-002","1974-002-01","1974-002-01-01","1974-002-01-01-01",10/29/1974,2,"419 U.S. 7","95 S. Ct. 13","42 L. Ed. 2d 7","1974 U.S. LEXIS 153",1974,1504,"Burger","73-1791","UNITED STATES v. AMERICAN FRIENDS SERVICE COMMITTEE et al.",,,27,,218,,2,,,0,109,,109,,0,1,,1,1,3,0,1,0,0,120010,12,2,0,4,,3,345,,,99,1,8,1
"1974-003","1974-003-01","1974-003-01-01","1974-003-01-01-01",11/11/1974,2,"419 U.S. 18","95 S. Ct. 164","42 L. Ed. 2d 29","1974 U.S. LEXIS 154",1974,1504,"Burger","73-6969","RING v. UNITED STATES",,,100,,27,,1,,,0,,,25,,0,12,2,1,1,5,0,1,0,0,10330,1,2,0,3,,,,,,99,1,9,0
"1974-004","1974-004-01","1974-004-01-01","1974-004-01-01-01",11/19/1974,1,"419 U.S. 20","95 S. Ct. 260","42 L. Ed. 2d 195","1974 U.S. LEXIS 11",1974,1504,"Burger","73-628","ALLENBERG COTTON CO., INC. v. PITTMAN",10/17/1974,,123,,152,,1,,,0,302,29,300,29,0,12,3,1,1,4,0,1,0,0,100050,10,2,0,2,,1,111,,81,99,1,8,1
"1974-005","1974-005-01","1974-005-01-01","1974-005-01-01-01",11/19/1974,1,"419 U.S. 43","95 S. Ct. 247","42 L. Ed. 2d 212","1974 U.S. LEXIS 155",1974,1504,"Burger","73-375","OTTE, TRUSTEE IN BANKRUPTCY v. UNITED STATES et al.",10/15/1974,,114,,27,,1,,,0,96,,22,,0,2,6,2,1,2,0,0,0,0,120030,12,2,0,4,,3,345,,100,99,1,9,0
"1974-006","1974-006-01","1974-006-01-01","1974-006-01-01-01",11/19/1974,6,"419 U.S. 59","95 S. Ct. 257","42 L. Ed. 2d 226","1974 U.S. LEXIS 18",1974,1504,"Burger","73-5768","FRANCISCO v. GATHRIGHT, CORRECTIONAL SUPERINTENDENT",10/15/1974,,126,,28,55,1,,,0,126,,24,,0,12,5,1,1,4,0,1,0,0,10020,1,2,0,7,,,,,,99,1,9,0
"1974-007","1974-007-01","1974-007-01-01","1974-007-01-01-01",11/25/1974,1,"419 U.S. 65","95 S. Ct. 272","42 L. Ed. 2d 231","1974 U.S. LEXIS 156",1974,1504,"Burger","73-300","SAXBE, ATTORNEY GENERAL, et al. v. BUSTOS et al.",10/17/1974,,1,,249,,1,68,,0,55,,32,,0,12,3,1,1,3,0,1,0,0,20120,2,2,0,4,5,3,344,,81,99,1,5,4
"1974-008","1974-008-01","1974-008-01-01","1974-008-01-01-01",12/10/1974,1,"419 U.S. 90","95 S. Ct. 289","42 L. Ed. 2d 249","1974 U.S. LEXIS 157",1974,1504,"Burger","73-858","GONZALEZ v. AUTOMATIC EMPLOYEES CREDIT UNION et al.",10/21/1974,,134,,135,,2,,,1,66,,66,,0,1,,2,1,5,0,1,0,0,90340,9,1,0,3,4,6,600,"28 U.S.C. § 1253",94,99,1,9,0
"1974-009","1974-009-01","1974-009-01-01","1974-009-01-01-01",12/16/1974,1,"419 U.S. 102","95 S. Ct. 335","42 L. Ed. 2d 320","1974 U.S. LEXIS 12",1974,1504,"Burger","74-165","BLANCHETTE et al., TRUSTEES OF PROPERTY OF PENN CENTRAL TRANSPORTATION CO. v. CONNECTICUT GENERAL INSURANCE CORP. et al.",10/23/1974,,231,,135,,2,,,1,109,,109,,0,1,,1,1,3,0,1,0,0,40070,4,2,0,1,,2,211,,92,99,1,7,2
"1974-010","1974-010-01","1974-010-01-01","1974-010-01-01-01",12/16/1974,1,"419 U.S. 186","95 S. Ct. 392","42 L. Ed. 2d 378","1974 U.S. LEXIS 47",1974,1504,"Burger","73-1012","GULF OIL CORP. et al. v. COPP PAVING CO., INC., et al.",10/21/1974,,198,,120,,1,,,0,50,,29,,0,3,3,2,1,3,0,1,0,0,80010,8,1,0,4,,3,364,,101,99,1,7,2
"1974-011","1974-011-01","1974-011-01-01","1974-011-01-01-01",12/17/1974,1,"419 U.S. 215","95 S. Ct. 409","42 L. Ed. 2d 399","1974 U.S. LEXIS 48",1974,1504,"Burger","73-748","AMERICAN RADIO ASSN., AFL-CIO, et al. v. MOBILE STEAMSHIP ASSN., INC., et al.",10/21/1974,,249,,234,,1,,,0,302,1,300,1,0,11,2,1,1,2,0,0,0,0,100020,10,1,0,4,,3,356,,102,99,1,5,4
"1974-012","1974-012-01","1974-012-01-01","1974-012-01-01-01",12/18/1974,1,"419 U.S. 245","95 S. Ct. 465","42 L. Ed. 2d 419","1974 U.S. LEXIS 158",1974,1504,"Burger","73-5520","CANTRELL et al. v. FOREST CITY PUBLISHING CO. et al.",11/13/1974,,174,,190,,1,,,0,103,,26,,0,12,4,2,1,4,0,1,0,0,30040,3,1,0,2,,2,200,,94,99,1,8,1
"1974-013","1974-013-01","1974-013-01-01","1974-013-01-01-01",12/23/1974,1,"419 U.S. 256","95 S. Ct. 379","42 L. Ed. 2d 430","1974 U.S. LEXIS 159",1974,1504,"Burger","73-5677","SCHICK v. REED, CHAIRMAN, UNITED STATES BOARD OF PAROLE, et al.",10/23/1974,,126,,27,,1,,,0,55,,32,,0,12,2,1,1,2,0,0,0,0,20240,2,1,0,1,,1,134,,99,99,1,6,3
"1974-014","1974-014-01","1974-014-01-01","1974-014-01-01-01",12/23/1974,1,"419 U.S. 281","95 S. Ct. 438","42 L. Ed. 2d 447","1974 U.S. LEXIS 51",1974,1504,"Burger","73-1055","BOWMAN TRANSPORTATION, INC. v. ARKANSAS-BEST FREIGHT SYSTEM, INC., et al.",11/20/1974,,245,,245,,2,66,,1,47,,47,,0,1,8,1,1,4,0,1,0,0,80240,8,2,0,3,5,3,305,,81,99,1,9,0
